trade_id,year,region1,region2,industry1,industry2,amount
9303,2022,IN,IN,PLANT,RETA1,848.17
4438,2022,IN,IN,FABRI,BITUM,846.52
1507,2022,IN,IN,BUSIN,RETA1,845.07
8791,2022,IN,IN,PADDY,POULT,845.06
4562,2022,IN,IN,FINAN,93197,844.14
13240,2022,IN,IN,WHOLE,HEALT,842.05
5855,2022,IN,IN,HOTEL,PRINT,840.52
5577,2022,IN,IN,GLASS,MOTO1,839.62
4563,2022,IN,IN,FINAN,AIRTR,837.85
5134,2022,IN,IN,FOUND,CRUDE,835.29
9630,2022,IN,IN,PREC1,ELECT,832.93
12147,2022,IN,IN,SUPPO,BITUM,831.75
12270,2022,IN,IN,SUPPO,WHOLE,831.73
558,2022,IN,IN,AUXIL,CONST,830.95
2150,2022,IN,IN,COKE1,BASIC,826.41
8431,2022,IN,IN,NONME,CERAM,824.21
4671,2022,IN,IN,FINAN,RAILW,821.73
5084,2022,IN,IN,FORES,RAWMI,818.88
4608,2022,IN,IN,FINAN,FABRI,818.82
5818,2022,IN,IN,HOTEL,LANDT,818.19
1918,2022,IN,IN,CHEM1,AIRTR,816.86
11381,2022,IN,IN,RUBBE,OFFIC,812.51
1481,2022,IN,IN,BUSIN,OFFIC,809.32
10007,2022,IN,IN,PROCE,BEVER,808.61
11305,2022,IN,IN,RUBBE,BITUM,807.51
6465,2022,IN,IN,LANDT,RETA1,806.25
2513,2022,IN,IN,CONST,FINAN,798.98
12009,2022,IN,IN,SUGA1,PROCE,796.79
12141,2022,IN,IN,SUPPO,BASIC,796.70
3387,2022,IN,IN,ELEC1,CONST,794.42
3459,2022,IN,IN,ELEC1,RAILW,793.74
3236,2022,IN,IN,DISTR,POSTT,791.72
2439,2022,IN,IN,COMPU,PUBLI,791.18
1405,2022,IN,IN,BUSIN,BITUM,789.60
13239,2022,IN,IN,WHOLE,GLASS,789.32
1934,2022,IN,IN,CHEM1,BUSIN,787.10
5868,2022,IN,IN,HOTEL,RUBBE,783.62
9453,2022,IN,IN,POSTT,COMPU,780.86
10940,2022,IN,IN,REFI1,GASDI,774.61
12213,2022,IN,IN,SUPPO,MOTO1,771.01
5876,2022,IN,IN,HOTEL,SUPPO,769.08
9839,2022,IN,IN,PRINT,PUBLI,767.59
1487,2022,IN,IN,BUSIN,PFERT,767.13
6385,2022,IN,IN,LANDT,EDUCA,763.83
6247,2022,IN,IN,KEROS,CRUDE,763.43
7876,2022,IN,IN,NAPHT,CONST,759.43
4677,2022,IN,IN,FINAN,RESEA,757.55
13228,2022,IN,IN,WHOLE,ELECT,756.64
1995,2022,IN,IN,CHEM1,MOTO1,756.38
6454,2022,IN,IN,LANDT,PROCE,756.36
5654,2022,IN,IN,HEALT,CONST,756.04
3203,2022,IN,IN,DISTR,LANDT,755.46
4621,2022,IN,IN,FINAN,HOTEL,753.41
6405,2022,IN,IN,LANDT,GLASS,747.70
9531,2022,IN,IN,POSTT,RADIO,746.72
11512,2022,IN,IN,SALEM,PROCE,744.06
6351,2022,IN,IN,LANDT,AIRTR,742.85
11104,2022,IN,IN,RETA1,MOTO1,740.00
6480,2022,IN,IN,LANDT,TRANS,739.79
5790,2022,IN,IN,HOTEL,EDUCA,739.41
